Site,Proxy,Age,Value
DSDP522,IAR,30.63262,3604.63879
DSDP522,IAR,30.794577,3768.245743
DSDP522,IAR,30.951206,3150.323909
DSDP522,IAR,31.102508,2762.771371
DSDP522,IAR,31.149391,3970.036694
DSDP522,IAR,31.194142,5205.435778
DSDP522,IAR,31.255941,4389.546973
DSDP522,IAR,31.312413,5347.951204
DSDP522,IAR,31.351837,7081.288722
DSDP522,IAR,31.417898,3710.917623
DSDP522,IAR,31.469042,2230.174144
DSDP522,IAR,31.534038,3625.959923
DSDP522,IAR,31.570265,3701.618994
DSDP522,IAR,31.619279,3539.574677
DSDP522,IAR,31.660833,2988.973905
DSDP522,IAR,31.724764,2005.825862
DSDP522,IAR,31.784432,3139.325195
DSDP522,IAR,31.820659,2944.554816
DSDP522,IAR,31.892048,3549.28277
DSDP522,IAR,31.937865,1436.753542
DSDP522,IAR,32.004992,3085.631513
DSDP522,IAR,32.040153,3612.340713
DSDP522,IAR,32.087036,3501.499721
DSDP522,IAR,32.129656,4412.084531
DSDP522,IAR,32.201045,3342.759236
DSDP522,IAR,32.246862,3022.282217
DSDP522,IAR,32.286285,3994.872452
DSDP522,IAR,32.354478,3981.550683
DSDP522,IAR,32.406687,3180.009218
DSDP522,IAR,32.503648,1838.824639
DSDP522,IAR,32.555858,3742.102722
DSDP522,IAR,32.598478,3562.822632
DSDP522,IAR,32.669867,3092.714631
DSDP522,IAR,32.715684,3391.429617
DSDP522,IAR,32.760435,4258.284408
DSDP522,IAR,32.825431,3130.101775
DSDP522,IAR,32.87551,2754.555077
DSDP522,IAR,32.934113,4779.028227
DSDP522,IAR,32.971405,2121.747386
DSDP522,IAR,33.024681,2898.77352
DSDP522,IAR,33.067301,5504.644312
DSDP522,IAR,33.13869,2018.479585
DSDP522,IAR,33.181886,3447.965398
DSDP522,IAR,33.219948,2795.445711
DSDP522,IAR,33.24564,5810.829085
DSDP522,IAR,33.327474,4715.778627
DSDP522,IAR,33.375052,4516.648082
DSDP522,IAR,33.408356,4844.736142
DSDP522,IAR,33.472111,5251.343699
DSDP522,IAR,33.52064,4409.609264
DSDP522,IAR,33.553945,3832.911939
DSDP522,IAR,33.612941,5866.761986
DSDP522,IAR,33.648149,3702.140999
DSDP522,IAR,33.706194,7178.30625
DSDP522,IAR,33.751442,2973.779968
DSDP522,IAR,33.788476,4383.331322
DSDP522,IAR,33.839617,2216.267322
DSDP522,IAR,33.881941,4610.436648
DSDP522,IAR,33.930437,3810.022591
DSDP522,IAR,33.970116,7228.839135
DSDP522,IAR,34.005386,7072.356679
DSDP522,IAR,34.058291,4968.35568
DSDP522,IAR,34.109433,3196.410067
DSDP522,IAR,34.137649,3773.75909
DSDP522,IAR,34.181736,4024.415281
DSDP522,IAR,34.236405,5219.053157
DSDP522,IAR,34.278729,3414.674145
DSDP522,IAR,34.313999,4597.557162
DSDP522,IAR,34.369549,4412.239753
DSDP522,IAR,34.410991,6268.472274
DSDP522,IAR,34.447143,4586.1478
DSDP522,IAR,34.50622,4091.241435
DSDP522,IAR,34.59175,3831.713087
DSDP522,IAR,34.631429,6148.465665
DSDP522,IAR,34.666699,5076.716728
DSDP522,IAR,34.725776,7476.720814
DSDP522,IAR,34.769863,6633.19376
DSDP522,IAR,34.798961,4927.050663
DSDP522,IAR,34.822768,5923.365382
DSDP522,IAR,34.927697,8441.176508
DSDP522,IAR,34.966494,4492.518199
DSDP522,IAR,35.00244,5023.879507
DSDP522,IAR,35.078076,5187.884166
DSDP522,IAR,35.137852,4571.757724
DSDP522,IAR,35.18543,3239.364512
DSDP522,IAR,35.262285,5329.714453
DSDP522,IAR,35.385498,5102.164548
DSDP522,IAR,35.445275,3454.377988
DSDP522,IAR,35.490412,3078.459619
DSDP522,IAR,35.567268,4782.774817
DSDP522,IAR,35.750258,4380.78035
DSDP522,IAR,35.785636,5980.763341
DSDP596,IAR,22.956176,513.1547375
DSDP596,IAR,23.193846,314.6532418
DSDP596,IAR,23.386154,214.9881099
DSDP596,IAR,23.591282,291.9018449
DSDP596,IAR,23.847692,177.6378422
DSDP596,IAR,24.155385,289.5729442
DSDP596,IAR,24.411795,158.2561517
DSDP596,IAR,24.668205,219.2040394
DSDP596,IAR,24.822051,199.0158237
DSDP596,IAR,25.437436,289.6090786
DSDP596,IAR,25.54,239.6689365
DSDP596,IAR,25.85,171.2397219
DSDP596,IAR,26.676667,249.0111388
DSDP596,IAR,26.935,251.6387932
DSDP596,IAR,27.141667,151.2535161
DSDP596,IAR,27.4,145.2654365
DSDP596,IAR,27.71,168.8454364
DSDP596,IAR,27.916667,211.0590603
DSDP596,IAR,28.485,178.0864263
DSDP596,IAR,28.74,141.4234916
DSDP596,IAR,28.94,121.0382422
DSDP596,IAR,29.14,178.811807
DSDP596,IAR,29.44,149.8332612
DSDP596,IAR,29.75,122.0132459
DSDP596,IAR,29.97,185.4706899
DSDP596,IAR,30.245,230.6754056
DSDP596,IAR,30.52,188.2746559
DSDP596,IAR,30.795,202.0331901
DSDP596,IAR,31.07,116.7741275
DSDP596,IAR,31.345,155.641905
DSDP596,IAR,32.4175,173.6815928
DSDP596,IAR,32.68,221.1464093
DSDP596,IAR,32.96875,162.7896586
DSDP596,IAR,33.31,187.2922619
DSDP596,IAR,33.52,229.6365674
DSDP596,IAR,33.7825,159.08477
DSDP596,IAR,34.05,178.453087
DSDP596,IAR,34.27,164.3168215
DSDP596,IAR,34.6,219.2766117
DSDP596,IAR,34.82,216.3018556
DSDP596,IAR,35.09,159.9000326
DSDP596,IAR,35.34,182.395015
DSDP596,IAR,35.64,379.241457
DSDP596,IAR,35.84,303.4582762
DSDP596,IAR,36.09,199.7128152
DSDP596,IAR,36.34,171.8113037
DSDP596,IAR,36.59,217.6760738
DSDP596,IAR,36.84,292.6598941
DSDP596,IAR,37.09,332.0238547
DSDP596,IAR,37.34,275.3706473
DSDP596,IAR,37.59,204.5752077
DSDP596,IAR,37.89,457.4420131
DSDP596,IAR,38.09,240.9550796
DSDP596,IAR,38.34,324.3571281
DSDP596,IAR,38.69,287.1720984
DSDP596,IAR,38.99,208.3514219
DSDP596,IAR,39.345263,233.1628732
DSDP596,IAR,39.424211,329.5628379
DSDP596,IAR,41.503158,190.7671759
DSDP596,IAR,41.766316,281.7000217
DSDP596,Si,21.14,6.033613445
DSDP596,Si,23.04,6.157671537
DSDP596,Si,23.54,4.0528072
DSDP596,Si,25.54,3.104665278
DSDP596,Si,28.64,3.137981657
DSDP596,Si,29.64,3.175956
DSDP596,Si,31.84,2.9232
DSDP596,Si,33.94,2.974350476
DSDP596,Si,35.04,2.717474545
DSDP596,Si,36.04,2.891744
DSDP596,Si,37.94,2.859704
DSDP596,Si,39.24,2.69984
DSDP596,Si,42.24,2.3966904
DSDP596,Ba,21.14,3.764584198
DSDP596,Ba,21.698824,3.976663629
DSDP596,Ba,22.257647,3.519117305
DSDP596,Ba,23.04,3.759719717
DSDP596,Ba,23.54,2.983604
DSDP596,Ba,24.514359,2.066776179
DSDP596,Ba,25.54,2.725632068
DSDP596,Ba,26.573333,1.869845595
DSDP596,Ba,27.606667,2.195302007
DSDP596,Ba,28.64,2.562504052
DSDP596,Ba,29.64,2.18484
DSDP596,Ba,30.74,2.3653
DSDP596,Ba,31.84,2.478
DSDP596,Ba,32.89,2.344057143
DSDP596,Ba,33.94,2.355352381
DSDP596,Ba,35.04,1.573381818
DSDP596,Ba,36.04,2.40672
DSDP596,Ba,36.89,2.25386306
DSDP596,Ba,37.94,2.2554
DSDP596,Ba,38.54,2.06033864
DSDP596,Ba,39.24,1.90784
DSDP596,Ba,41.24,2.317797559
DSDP596,Ba,42.24,3.288064
ODP689,IAR,26.76903,699.7462607
ODP689,IAR,26.8451,299.5125861
ODP689,IAR,26.915204,651.6474372
ODP689,IAR,26.9868,257.1983209
ODP689,IAR,27.068837,992.5075484
ODP689,IAR,27.138941,151.7028706
ODP689,IAR,27.216504,357.1877692
ODP689,IAR,27.291083,545.4827568
ODP689,IAR,27.359695,470.9800565
ODP689,IAR,27.440241,553.7867332
ODP689,IAR,27.51482,418.2264432
ODP689,IAR,27.586415,331.9000705
ODP689,IAR,27.663978,437.844455
ODP689,IAR,27.738557,273.025979
ODP689,IAR,27.813136,371.0406765
ODP689,IAR,27.887715,430.8479914
ODP689,IAR,27.962294,42.6784405
ODP689,IAR,28.244202,511.6037901
ODP689,IAR,28.290332,818.427954
ODP689,IAR,28.364131,468.2625152
ODP689,IAR,28.42317,481.287884
ODP689,IAR,28.496969,455.837582
ODP689,IAR,28.569293,550.3581303
ODP689,IAR,28.644568,402.466854
ODP689,IAR,28.718367,280.0797364
ODP689,IAR,28.792166,258.0417331
ODP689,IAR,28.865965,311.7934887
ODP689,IAR,28.939764,404.1870543
ODP689,IAR,29.013563,584.4440434
ODP689,IAR,29.09179,708.3117932
ODP689,IAR,29.161162,584.3277092
ODP689,IAR,29.242341,457.3333581
ODP689,IAR,29.707275,467.2762486
ODP689,IAR,29.776646,370.644287
ODP689,IAR,29.853397,1449.280475
ODP689,IAR,29.928672,772.4084143
ODP689,IAR,30.027543,446.9222999
ODP689,IAR,30.188057,375.4769445
ODP689,IAR,30.339486,338.7168572
ODP689,IAR,30.487886,447.7873284
ODP689,IAR,30.642343,323.3850465
ODP689,IAR,30.793771,196.9194409
ODP689,IAR,30.936114,178.4237337
ODP689,IAR,31.069875,264.8206999
ODP689,IAR,31.149626,224.4635287
ODP689,IAR,31.227715,297.7759321
ODP689,IAR,31.317434,324.6855357
ODP689,IAR,31.398846,414.4492047
ODP689,IAR,31.476934,644.6129137
ODP689,IAR,31.564992,924.7809347
ODP689,IAR,31.66468,348.558251
ODP689,IAR,31.747754,267.9319066
ODP689,IAR,31.824181,300.4047237
ODP689,IAR,31.910577,184.2520093
ODP689,IAR,31.996973,168.518205
ODP689,IAR,32.078385,261.5092067
ODP689,IAR,32.161459,291.1234631
ODP689,IAR,32.246193,242.7954603
ODP689,IAR,32.325944,233.7409611
ODP689,IAR,32.409017,211.1291738
ODP689,IAR,32.493752,270.1883427
ODP689,IAR,32.576825,160.2132814
ODP689,IAR,32.668206,193.9428616
ODP689,IAR,32.742972,198.1297632
ODP689,IAR,32.912441,163.8632945
ODP689,IAR,32.993853,319.6070107
ODP689,IAR,33.166347,623.3285949
ODP689,IAR,33.566223,292.3051653
ODP689,IAR,33.65191,600.685373
ODP689,IAR,33.739185,1144.442044
ODP689,IAR,33.813765,622.8891862
ODP689,IAR,33.885171,433.3921149
ODP689,IAR,33.970859,395.2780505
ODP689,IAR,34.048612,521.4650845
ODP689,IAR,34.215227,199.2175741
ODP689,IAR,34.286633,91.85548202
ODP689,IAR,34.440554,343.1900631
ODP689,IAR,34.516721,356.9399145
ODP689,IAR,34.673815,782.281696
ODP689,IAR,35.027673,236.6086164
ODP689,IAR,35.116534,283.5108174
ODP689,IAR,35.191114,256.5426993
ODP689,IAR,35.270454,242.0839506
ODP689,IAR,35.348208,1007.878225
ODP689,IAR,35.429135,926.9802295
ODP689,IAR,35.508475,412.6521826
ODP689,IAR,35.587816,286.4938209
ODP689,IAR,35.654462,764.8103723
ODP689,IAR,35.7958,263.8451572
ODP689,IAR,35.8442,350.2147604
ODP689,IAR,35.9003,383.9905723
ODP689,IAR,35.9553,288.0267713
ODP689,IAR,36.0114,742.5478715
ODP689,IAR,36.0631,688.4839473
ODP689,IAR,36.1181,377.6244329
ODP689,IAR,36.172,219.6989851
ODP689,IAR,36.2314,401.4895941
ODP689,IAR,36.2864,435.373419
ODP689,IAR,36.3403,554.7198593
ODP689,IAR,36.3986,269.5584174
ODP689,IAR,36.4503,383.4867198
ODP689,IAR,36.5042,840.9961905
ODP689,IAR,36.5548,852.522438
ODP689,IAR,36.6142,334.2003953
ODP689,IAR,36.6703,288.7514472
ODP689,IAR,36.8944,128.9479489
ODP689,IAR,37.054669,130.0922597
ODP689,IAR,37.142866,222.6151835
ODP689,IAR,37.222244,269.0645989
ODP689,IAR,37.319261,180.1717726
ODP689,IAR,37.405694,155.0467528
ODP689,IAR,37.493891,138.4466138
ODP689,IAR,37.582088,453.8403532
ODP689,IAR,37.710856,821.3733685
ODP689,IAR,37.795525,653.4059533
ODP689,IAR,37.880195,1971.59407
ODP689,IAR,37.97192,1585.478625
ODP689,IAR,38.060117,1453.906021
ODP689,IAR,38.14655,2459.643163
ODP689,IAR,38.236511,3578.300215
ODP689,IAR,38.324708,2110.036848
ODP689,IAR,38.470515,616.1394678
ODP689,IAR,38.62,1214.75847
ODP689,IAR,38.766406,886.7371745
ODP689,IAR,38.906956,525.5501425
ODP689,IAR,39.059218,1804.197356
ODP689,IAR,39.205624,452.4067303
ODP689,IAR,39.346173,584.3828663
ODP689,IAR,39.498436,1446.201856
ODP689,IAR,39.644841,1301.087878
ODP689,IAR,39.785391,786.9577656
ODP689,IAR,39.937653,1183.590755
ODP689,IAR,40.163118,1059.308023
ODP689,IAR,40.289027,578.9899532
ODP689,IAR,40.426649,266.5675739
ODP689,IAR,40.581839,1201.061261
ODP689,IAR,40.73703,417.8009138
ODP689,IAR,40.868795,912.7005507
ODP689,IAR,41.012273,1033.819444
ODP689,IAR,41.167463,695.0217619
ODP689,IAR,41.305085,1479.057275
ODP689,IAR,41.481381,2233.422789
ODP689,Si,25.526638,18.46293026
ODP689,Si,26.773504,28.94553224
ODP689,Si,28.205421,17.71879236
ODP689,Si,29.642332,4.631685609
ODP689,Si,31.674649,32.41384095
ODP689,Si,33.272663,16.03588892
ODP689,Si,34.799172,24.82279371
ODP689,Si,35.352968,18.70547638
ODP689,Si,35.7925,15.44256163
ODP689,Si,36.1203,41.77454545
ODP689,Si,36.5086,14.46545455
ODP689,Si,37.410986,2.960540168
ODP689,Si,37.707328,2.76596635
ODP689,Si,38.335979,8.587411775
ODP689,Si,39.205624,6.04555882
ODP689,Si,40.142622,2.212000453
ODP689,Si,40.804376,3.209573346
ODP689,Si,41.255307,4.640856362
ODP689,Si,41.774561,5.118702985
ODP689,Si,42.357113,5.16870597
ODP689,Si,42.627448,5.070209185
ODP689,Ba,25.526638,7.910264615
ODP689,Ba,26.773504,12.57742853
ODP689,Ba,28.205421,9.870873801
ODP689,Ba,29.642332,11.27043498
ODP689,Ba,31.674649,9.661988755
ODP689,Ba,33.272663,8.188539024
ODP689,Ba,34.799172,9.26917614
ODP689,Ba,35.352968,9.680566129
ODP689,Ba,35.7925,9.026646524
ODP689,Ba,36.1203,8.215272727
ODP689,Ba,36.5086,9.689727273
ODP689,Ba,37.410986,3.647385487
ODP689,Ba,37.707328,4.486262494
ODP689,Ba,38.335979,6.467636256
ODP689,Ba,39.205624,3.61831207
ODP689,Ba,40.142622,3.560887003
ODP689,Ba,40.804376,3.812452664
ODP689,Ba,41.255307,5.647098115
ODP689,Ba,41.774561,4.436209254
ODP689,Ba,42.357113,2.687727104
ODP689,Ba,42.627448,1.828348161
ODP748,IAR,27.39148629,257.859488
ODP748,IAR,27.48563929,386.6452748
ODP748,IAR,27.57313501,172.7858645
ODP748,IAR,27.67774946,107.297313
ODP748,IAR,27.76904934,303.5854606
ODP748,IAR,27.86415338,106.0781161
ODP748,IAR,27.95925743,274.2244898
ODP748,IAR,28.05436147,524.88105
ODP748,IAR,28.1513676,199.8557228
ODP748,IAR,28.24647164,260.366157
ODP748,IAR,28.3396736,201.0711921
ODP748,IAR,28.43287557,97.56738898
ODP748,IAR,28.52988169,117.4170283
ODP748,IAR,28.62498573,395.8795946
ODP748,IAR,28.72008978,145.6120625
ODP748,IAR,28.78666261,101.4849805
ODP748,IAR,28.88176665,212.8343909
ODP748,IAR,28.9768707,281.4959159
ODP748,IAR,29.07197474,101.7362588
ODP748,IAR,29.16707878,520.5599139
ODP748,IAR,29.19941416,336.6349871
ODP748,IAR,29.2945182,381.9130121
ODP748,IAR,29.38581808,177.2439257
ODP748,IAR,29.48092213,297.143486
ODP748,IAR,29.57602617,468.7847322
ODP748,IAR,29.67493438,111.1693502
ODP748,IAR,29.76623426,296.637463
ODP748,IAR,29.8613383,337.1721533
ODP748,IAR,29.96024651,351.3207609
ODP748,IAR,30.05154639,108.5788957
ODP748,IAR,30.14665044,131.1290403
ODP748,IAR,30.2398524,451.1731495
ODP748,IAR,30.33685852,377.9680835
ODP748,IAR,30.43196257,72.64080654
ODP748,IAR,30.52516453,505.3547394
ODP748,IAR,30.56510823,65.06269851
ODP748,IAR,30.66021227,303.5821056
ODP748,IAR,30.75531632,201.0466639
ODP748,IAR,30.85042036,344.5165547
ODP748,IAR,30.9455244,299.1715218
ODP748,IAR,30.99688059,215.3694947
ODP748,IAR,31.09769087,110.1411372
ODP748,IAR,31.18708868,173.2197388
ODP748,IAR,31.28789896,225.7522021
ODP748,IAR,31.38300301,91.49037385
ODP748,IAR,31.49712786,100.2831498
ODP748,IAR,31.57130901,105.4063064
ODP748,IAR,31.66641306,82.02853086
ODP748,IAR,31.78243999,477.3354471
ODP748,IAR,31.85662114,104.8330784
ODP748,IAR,31.94982311,120.8037326
ODP748,IAR,32.04682923,97.23027726
ODP748,IAR,32.13812911,214.2826678
ODP748,IAR,32.23703732,81.24762314
ODP748,IAR,32.3330924,53.81143242
ODP748,IAR,32.42914749,85.2009344
ODP748,IAR,32.52234945,57.95053971
ODP748,IAR,32.61935557,204.1712595
ODP748,IAR,32.71541066,56.2936187
ODP748,IAR,32.80766158,76.22439266
ODP748,IAR,32.80956366,181.6557353
ODP748,IAR,32.90466771,72.48270659
ODP748,IAR,33.01689048,188.7910997
ODP748,IAR,33.09297371,149.9410639
ODP748,IAR,33.193784,146.5515869
ODP748,IAR,33.28508388,145.8831288
ODP748,IAR,33.3630692,165.9621271
ODP748,IAR,33.48670445,176.2623087
ODP748,IAR,33.56564081,237.2496238
ODP748,IAR,33.67310838,125.175245
ODP748,IAR,33.77391867,172.750068
ODP748,IAR,33.86046335,66.69661539
ODP748,IAR,33.94320387,97.19257916
ODP748,IAR,34.04591623,121.7735566
ODP748,IAR,34.13721611,59.18448372
ODP748,IAR,34.24373264,115.3210461
ODP748,IAR,34.33883669,143.0907414
ODP748,IAR,34.41967512,271.54072
ODP748,IAR,34.51002397,103.894359
ODP748,IAR,34.60893217,58.54526775
ODP748,IAR,34.70784038,150.2554917
ODP748,IAR,34.80294442,99.46458773
ODP748,IAR,34.89614638,146.7743674
ODP748,IAR,34.99125043,56.23938474
ODP748,IAR,35.08825655,182.3826383
ODP748,IAR,35.17480123,65.07845535
ODP748,IAR,35.27941568,142.2237485
ODP748,IAR,35.37547077,94.69984993
ODP748,IAR,35.46296649,97.96984048
ODP748,IAR,35.55902157,118.0789624
ODP748,IAR,35.66268498,220.1049673
ODP748,IAR,35.75208278,239.4358507
ODP748,IAR,35.84338266,245.2890824
ODP748,IAR,35.94038879,87.91355199
ODP748,IAR,35.99364705,117.750169
ODP748,IAR,36.0982615,100.0681857
ODP748,IAR,36.17054057,148.0054234
ODP748,IAR,36.26564462,155.399221
ODP748,IAR,36.53193594,157.8855853
ODP748,IAR,36.61372542,149.5251981
ODP748,IAR,36.70882946,104.7859341
ODP748,IAR,36.8039335,62.69984747
ODP748,IAR,36.89523339,126.3257718
ODP748,IAR,36.99223951,351.0201908
ODP748,IAR,37.10826644,70.94502563
ODP748,IAR,37.1824476,123.3937623
ODP748,IAR,37.27374748,67.58713596
ODP748,IAR,37.38787233,209.6108209
ODP748,IAR,37.46395557,70.46619095
ODP748,IAR,37.56476585,98.74562176
ODP748,IAR,37.66177198,158.4931447
ODP748,IAR,37.7540229,82.2692785
ODP748,IAR,37.83105718,185.5548228
ODP748,IAR,37.92616122,210.7383903
ODP748,IAR,37.99844029,278.9803763
ODP748,IAR,38.08403393,241.9717118
ODP748,IAR,38.22669,102.3401079
ODP748,IAR,38.33320653,95.27678352
ODP748,IAR,38.41499601,96.10954111
ODP748,IAR,38.51010005,224.2932312
ODP748,IAR,38.62707802,158.2479099
ODP748,IAR,38.70601438,137.0368874
ODP748,IAR,38.79731426,194.2100329
ODP748,IAR,38.90953703,376.7357824
ODP748,IAR,38.98562027,64.77716625
ODP748,IAR,39.08072431,54.34223333
ODP748,IAR,39.1815346,64.74508916
ODP748,IAR,39.27473656,88.41044959
ODP748,IAR,39.35272188,194.5790979
ODP748,IAR,39.45543425,167.3016951
ODP748,IAR,39.54292997,107.8529254
ODP748,IAR,39.64469129,339.0398406
ODP748,IAR,39.72933389,392.2251266
ODP748,IAR,39.8282421,128.6244293
ODP748,IAR,39.9176399,152.6462791
ODP748,IAR,40.01845018,109.677554
ODP748,IAR,40.02035227,57.42885919
ODP748,IAR,40.13542816,47.41242008
ODP748,IAR,40.21056035,73.21639124
ODP748,IAR,40.32088104,225.5538515
ODP748,IAR,40.40837676,101.8748413
ODP748,IAR,40.51013809,63.07259685
ODP748,IAR,40.60809526,83.31055948
ODP748,IAR,40.68417849,150.330686
ODP748,IAR,40.79449918,71.72295359
ODP748,IAR,40.88770115,390.0368672
ODP748,IAR,40.99421767,87.89616905
ODP748,IAR,41.07790923,91.27792243
ODP748,IAR,41.18442576,157.2473412
ODP748,IAR,41.26811732,395.1180807
ODP748,IAR,41.36131928,250.9645128
ODP748,IAR,41.40506714,66.94895808
ODP748,IAR,41.49826911,166.3624949
ODP748,IAR,41.58956899,174.5354658
ODP748,IAR,41.68847719,177.0586891
ODP748,IAR,41.78548332,147.0114188
ODP744,Si,30.619038,21.180024
ODP744,Si,30.625447,13.83534505
ODP744,Si,30.633458,20.95544926
ODP744,Si,30.640667,15.97731236
ODP744,Si,30.647877,14.97462141
ODP744,Si,30.656689,18.73497031
ODP744,Si,30.663098,23.9876284
ODP744,Si,30.672711,18.83203628
ODP744,Si,30.67992,25.31995556
ODP744,Si,30.688732,18.86465634
ODP744,Si,30.70155,24.48700475
ODP744,Si,30.704754,23.87740157
ODP744,Si,30.713566,27.55396584
ODP744,Si,30.721577,21.70835068
ODP744,Si,30.729588,23.74976019
ODP744,Si,30.739201,24.29454744
ODP744,Si,30.745609,28.55469841
ODP744,Si,30.75362,19.49402458
ODP744,Si,30.761631,28.15925837
ODP744,Si,30.768841,17.22268447
ODP744,Si,30.778454,28.35284462
ODP744,Si,30.784061,21.71829844
ODP744,Si,30.79047,27.83904765
ODP744,Si,30.800884,25.43938387
ODP744,Si,30.809696,29.76856422
ODP744,Si,30.820911,25.03907291
ODP744,Si,30.825718,25.59179273
ODP744,Si,30.832928,22.35953737
ODP744,Si,30.839336,28.4221267
ODP744,Si,30.848949,27.78127885
ODP744,Si,30.856159,24.41423815
ODP744,Si,30.864971,24.800701
ODP744,Si,30.873783,27.91924877
ODP744,Si,30.880993,25.43203762
ODP744,Si,30.889805,24.95351108
ODP744,Si,30.899418,22.18216383
ODP744,Si,30.905025,16.29626222
ODP744,Si,30.913036,16.97897857
ODP744,Si,30.921047,17.37635751
ODP744,Si,30.929859,21.75986136
ODP744,Si,30.94508,20.14369109
ODP744,Si,30.946682,23.68686811
ODP744,Si,30.95309,21.11109207
ODP744,Si,30.9603,22.35607701
ODP744,Si,30.965107,26.15346969
ODP744,Si,30.96751,24.73491822
ODP744,Si,30.976322,25.1188064
ODP744,Si,30.979526,28.63451618
ODP744,Si,30.984333,21.13697186
ODP744,Si,30.993145,22.0925708
ODP744,Si,31.001957,24.30780638
ODP744,Si,31.009166,22.87739267
ODP744,Si,31.017978,21.99989421
ODP744,Si,31.025188,22.67219305
ODP744,Si,31.032398,28.79476998
ODP744,Si,31.047306,18.81031365
ODP744,Si,31.063568,13.66888076
ODP744,Si,31.081309,14.17372494
ODP744,Si,31.093136,11.67331859
ODP744,Si,31.107921,12.55876604
ODP744,Si,31.115313,13.75349095
ODP744,Si,31.128618,12.98645444
ODP744,Si,31.134532,12.52775202
ODP744,Si,31.158187,19.08791419
ODP744,Si,31.174449,18.83569057
ODP744,Si,31.187755,21.19999185
ODP744,Si,31.201061,17.74408971
ODP744,Si,31.217323,25.6092769
ODP744,Si,31.239499,14.93208301
ODP744,Si,31.246891,15.81256191
ODP744,Si,31.261675,14.90097403
ODP744,Si,31.277938,12.80510872
ODP744,Si,31.288287,11.9054742
ODP744,Si,31.307506,19.8562638
ODP744,Si,31.32229,19.60716808
ODP744,Si,31.331161,20.10488528
ODP744,Si,31.353337,20.93196576
ODP744,Si,31.365164,20.7983315
ODP744,Si,31.381427,21.44333764
ODP744,Si,31.394733,22.60883265
ODP744,Si,31.405081,25.28151922
ODP744,Si,31.416909,25.49370322
ODP744,Si,31.450856,24.6906793
ODP744,Si,31.465335,27.88348225
ODP744,Si,31.475471,32.96184378
ODP744,Si,31.491398,33.75891532
ODP744,Si,31.505877,40.36174859
ODP744,Si,31.517461,25.18605792
ODP744,Si,31.533388,26.78162736
ODP744,Si,31.549315,28.69164873
ODP744,Si,31.562346,31.25467616
ODP744,Si,31.575378,30.92558417
ODP744,Si,31.584065,32.64511361
ODP744,Si,31.605784,35.22284466
ODP744,Si,31.620264,45.28509641
ODP744,Si,31.633295,57.55314265
ODP744,Si,31.65067,69.6411674
ODP744,Si,31.662253,74.60048145
ODP744,Si,31.678181,61.08131991
ODP744,Si,31.694108,60.39372353
ODP744,Si,31.707139,41.35903183
ODP744,Si,31.723066,47.71128737
ODP744,Si,31.736098,44.58114232
ODP744,Si,31.746233,44.6609014
ODP744,Si,31.765056,40.87966275
ODP744,Si,31.779536,47.47908177
ODP744,Si,31.794015,37.90682672
ODP744,Si,31.812838,37.83193417
ODP744,Si,31.824421,37.6376044
ODP744,Si,31.838901,45.92695989
ODP744,Si,31.851932,47.21210648
ODP744,Si,31.867859,42.83034876
ODP744,Si,31.879443,32.48642726
ODP744,Si,31.885234,35.12768193
ODP744,Si,31.899714,42.15887186
ODP744,Si,31.909849,55.65459782
ODP744,Si,31.925776,39.81982862
ODP744,Si,31.938808,41.3390772
ODP744,Si,31.957631,40.59010049
ODP744,Si,31.967766,48.46922958
ODP744,Si,31.975006,52.82800106
ODP744,Si,31.990933,57.84802111
ODP744,Si,31.996725,65.10087661
ODP744,Si,32.012652,68.69772525
ODP744,Si,32.030027,66.00132137
ODP744,Si,32.044506,67.19507395
ODP744,Si,32.05609,55.84138865
ODP744,Si,32.067673,50.55456144
ODP744,Si,32.0836,54.72531907
ODP744,Si,32.096632,58.04478781
ODP744,Si,32.112559,44.64580816
ODP744,Si,32.124142,45.98897702
ODP744,Si,32.141517,58.0381295
ODP744,Si,32.157445,63.51723602
ODP744,Si,32.183507,75.63217854
ODP744,Si,32.199435,73.97403652
ODP744,Si,32.213914,55.80260814
ODP744,Si,32.228393,74.09155489
ODP744,Si,32.247216,70.77681116
ODP744,Si,32.257352,68.57421574
ODP744,Si,32.273279,74.71499421
ODP744,Si,32.28631,103.8450169
ODP744,Si,32.300789,99.39331765
ODP744,Si,32.313821,105.728284
ODP744,Si,32.319612,110.8438355
ODP744,Si,32.334092,86.17397363
ODP744,Si,32.344227,85.13997208
ODP744,Si,32.360154,87.6660784
ODP744,Si,32.373186,100.7275869
ODP744,Si,32.389113,114.4332287
ODP744,Si,32.402144,116.1073801
ODP744,Si,32.418072,83.93037927
ODP744,Si,32.431103,41.45951926
ODP744,Si,32.444134,28.49293927
ODP744,Si,32.452822,41.51951862
ODP744,Si,32.468749,46.98902626
ODP744,Si,32.478884,52.6237593
ODP744,Si,32.48902,64.41069647
ODP744,Si,32.502051,63.77979439
ODP744,Si,32.517979,58.21181413
ODP744,Si,32.53101,49.52922336
ODP744,Si,32.546937,47.86311858
ODP744,Si,32.562864,51.63336906
ODP744,Si,32.575896,44.27378129
ODP744,Si,32.591823,45.95977287
ODP744,Si,32.60775,51.93228562
ODP744,Si,32.619333,58.19768537
ODP744,Si,32.633813,60.67723369
ODP744,Si,32.648292,71.90697933
ODP744,Si,32.662771,70.80044944
