Sample,AgeID,ObjID,ID,Morphotype_Name,A,B,C,D1,D2,E1,E2,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,WID,AR
P051.M59.1.,39.42,obj00083,P051.M59.1.obj00062,Round Acrodin Tip Small Tooth Flared Blades Large Triangle Root,1,2,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00085,P051.M59.1.obj00063,Acrodin Tip Small Spearhead Curved Tooth,1,2,2,2,1,2,1,4,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00088,P051.M59.1.obj00064,Acrodin Tip Small Spearhead Curved Tooth,1,1,2,2,1,2,1,4,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00089,P051.M59.1.obj00065,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00090,P051.M59.1.obj00066,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P051.M59.1.,39.42,obj00091,P051.M59.1.obj00067,Acrodin Tip Long Dark Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00092,P051.M59.1.obj00068,Acrodin Tip Small Spearhead Pointed Tooth,1,2,3,2,1,1,0,1,3,2,1,1,2,1,1,0,0,1,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00093,P051.M59.1.obj00069,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P051.M59.1.,39.42,obj00095,P051.M59.1.obj00070,Acrodin Tip Long Dark Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,4,1,1,2,2,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00098,P051.M59.1.obj00071,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P051.M59.1.,39.42,obj00101,P051.M59.1.obj00072,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P051.M59.1.,39.42,obj00104,P051.M59.1.obj00073,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00105,P051.M59.1.obj00074,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P051.M59.1.,39.42,obj00107,P051.M59.1.obj00075,Acrodin Tip Straight 1/2 Blunt Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,2,1,2,3,2,1,2,2,2,200,99
P051.M59.1.,39.42,obj00111,P051.M59.1.obj00076,Acrodin Tip Long Tooth Flange Standard Curved Right Triangle,1,2,2,4,1,2,1,4,3,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,200,99
P051.M59.1.,39.42,obj00112,P051.M59.1.obj00077,Acrodin Tip Funnel 3/4 Root,1,2,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P051.M59.1.,39.42,obj00115,P051.M59.1.obj00078,Acrodin Tip Funnel 3/4 Root Flat,1,2,2,2,1,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P051.M59.1.,39.42,obj00116,P051.M59.1.obj00079,Acrodin Tip Small Spearhead Pointed Tooth,1,2,3,2,1,1,0,1,3,2,1,1,2,1,1,0,0,1,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00117,P051.M59.1.obj00080,Clear Straight 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,3,3,1,2,2,1,200,99
P051.M59.1.,39.42,obj00120,P051.M59.1.obj00081,Acrodin Tip Concave 1/2 Root Thick Blades,1,1,2,3,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,2,1,1,2,200,99
P051.M59.1.,39.42,obj00121,P051.M59.1.obj00082,Acrodin Tip Small Spearhead Tooth,1,2,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00122,P051.M59.1.obj00083,Acrodin Tip Triangle Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,1,1,2,1,200,99
P051.M59.1.,39.42,obj00123,P051.M59.1.obj00084,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P051.M59.1.,39.42,obj00129,P051.M59.1.obj00085,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00130,P051.M59.1.obj00086,Acrodin Tip Small Spearhead Tooth,1,2,2,2,1,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00131,P051.M59.1.obj00087,Acrodin Tip Dome 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P051.M59.1.,39.42,obj00137,P051.M59.1.obj00088,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00138,P051.M59.1.obj00089,Acrodin Tip Dome 3/4 Root,1,2,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P051.M59.1.,39.42,obj00140,P051.M59.1.obj00090,Round Acrodin Tip Small Tooth Long Dummy Root Flat ,1,1,2,2,1,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P051.M59.1.,39.42,obj00141,P051.M59.1.obj00091,Acrodin Tip Dome 3/4 Root,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P051.M59.1.,39.42,obj00142,P051.M59.1.obj00092,Acrodin Tip Dome 3/4 Root Deep Tooth,1,2,3,3,3,1,0,1,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,2,5,3,3,3,200,99
P051.M59.1.,39.42,obj00143,P051.M59.1.obj00093,Acrodin Tip Skinny Straight 1/2 Root,1,1,2,4,2,1,0,1,3,2,1,1,1,1,1,0,0,2,2,1,1,2,2,2,1,1,1,1,200,99
P051.M59.1.,39.42,obj00145,P051.M59.1.obj00094,Acrodin Tip Round 1/2 Root Long Cone,1,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,2,2,3,200,99
P051.M59.1.,39.42,obj00150,P051.M59.1.obj00095,Clear Medium Tooth Blunt Tip 3/4 Root,1,2,2,3,1,1,0,1,3,2,1,1,2,1,1,0,0,2,1,1,1,2,4,3,2,1,2,4,200,99
P051.M59.1.,39.42,obj00151,P051.M59.1.obj00096,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00153,P051.M59.1.obj00097,Acrodin Tip Long Tooth Flange Standard Curved Right Triangle,1,2,2,4,1,2,1,4,3,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,200,99
P051.M59.1.,39.42,obj00154,P051.M59.1.obj00098,Acrodin Tip Funnel 3/4 Root,1,1,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P051.M59.1.,39.42,obj00155,P051.M59.1.obj00099,Acrodin Tip Standard Root Small Cone,1,2,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00156,P051.M59.1.obj00100,Round Acrodin Tip Small Tooth Long Dummy Root Flat ,1,2,2,2,1,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P051.M59.1.,39.42,obj00157,P051.M59.1.obj00101,Acrodin Tip Straight 3/4 Root No Blades,1,1,2,4,2,1,0,1,3,1,0,0,0,0,1,0,0,2,2,1,1,2,3,3,1,2,2,1,200,99
P051.M59.1.,39.42,obj00158,P051.M59.1.obj00102,Acrodin Tip Medium Tooth Standard Curved Right Triangle,1,1,2,3,1,2,1,4,3,2,1,1,2,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,200,99
P051.M59.1.,39.42,obj00159,P051.M59.1.obj00103,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00161,P051.M59.1.obj00104,Acrodin Tip Straight 3/4 Root Curved Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P051.M59.1.,39.42,obj00163,P051.M59.1.obj00105,Acrodin Tip Small Cone No Blades Dome Root,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,2,3,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00167,P051.M59.1.obj00106,Acrodin Tip Small Spearhead Curved Tooth,1,1,2,2,1,2,1,4,3,2,1,1,2,1,1,0,0,2,2,1,1,2,3,3,1,3,2,1,200,99
P051.M59.1.,39.42,obj00168,P051.M59.1.obj00107,Acrodin Tip Standard Root Small Cone,1,1,1,2,3,1,0,1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,4,1,5,3,3,3,200,99
P051.M59.1.,39.42,obj00169,P051.M59.1.obj00108,Acrodin Tip Funnel 3/4 Root,1,1,2,2,2,1,0,1,3,2,1,1,1,1,1,0,0,3,2,1,1,2,3,3,4,2,2,2,200,99
P051.M59.1.,39.42,obj00172,P051.M59.1.obj00109,Acrodin Tip Flared Blades Straight 3/4 Root,1,1,2,3,2,1,0,1,3,2,1,3,1,1,1,0,0,2,2,1,1,2,3,3,1,2,2,2,200,99
P051.M59.1.,39.42,obj00173,P051.M59.1.obj00110,Acrodin Tip Straight 3/4 Root Curved Base,1,1,2,4,2,1,0,1,3,2,1,1,2,1,1,0,0,2,2,2,3,2,3,3,1,2,2,1,200,99
P051.M59.1.,39.42,obj00174,P051.M59.1.obj00111,Round Acrodin Tip Small Tooth Long Dummy Root,1,1,2,2,2,1,0,3,2,2,1,1,2,1,1,0,0,3,4,1,1,2,3,3,3,3,3,3,200,99
P051.M59.1.,39.42,obj00175,P051.M59.1.obj00112,Round Acrodin Tip Small Tooth Flared Blades Small Triangle Root,1,1,2,2,2,1,0,1,3,2,1,3,2,1,1,0,0,3,4,1,1,2,3,2,1,2,2,2,200,99
